COMP ID,COMPOUND Name,SUPER META PATHWAY,SUB META PATHWAY,ACQUISITION METHOD,HMDB ID,HMDB_annotation,PUBCHEM ID,CAS ID,KEGG ID,CHEMSPIDER ID
117015,indoleacetate,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0000197,,802.0,87-51-4,C00954,780.0
117017,indoleacetylglutamine,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0013240,,25200879.0,6899-04-3,,28533316.0
117019,indolebutyrate,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0002096,,8617.0,133-32-4,C11284,8298.0
117020,indolelactate,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0000671,,676157.0,7417-65-4,C02043,588900.0
117021,indolepropionate,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0002302,,3744.0,830-96-6,,3613.0
117022,indolepropionylglycine,Amino Acid,Tryptophan Metabolism,NEGa,,,,,,
117024,kynurenate,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0000715,,3845.0,492-27-3,C01717,3712.0
117026,N-acetylkynurenine (2),Amino Acid,Tryptophan Metabolism,NEGa,HMDB0240342,,54201144.0,3428-08-8,,
117027,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0013713,,700653.0,1218-34-4,,
117028,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0004089,,101399.0,3342-77-6,C05653,91624.0
117036,xanthurenate,Amino Acid,Tryptophan Metabolism,NEGa,HMDB0000881,,5699.0,59-00-7,C02470,5497.0
118001,1-carboxyethyltyrosine,Amino Acid,Tyrosine Metabolism,NEGa,,,,,,
118002,3-(4-hydroxyphenyl)lactate,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0000755,,9378.0,306-23-0,C03672,9010.0
118009,3-methoxytyramine sulfate,Amino Acid,Tyrosine Metabolism,NEGa,,,,,,
118014,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0000707,,979.0,156-39-8,C01179,954.0
118015,4-methoxyphenol sulfate,Amino Acid,Tyrosine Metabolism,NEGa,,,,,,
118019,dopamine 3-O-sulfate,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0006275,,122136.0,51317-41-0,C13690,108936.0
118022,homovanillate (HVA),Amino Acid,Tyrosine Metabolism,NEGa,HMDB0000118,,1738.0,306-08-1,C05582,1675.0
118026,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0000866,,68310.0,537-55-3,C01657,61606.0
118027,N-formylphenylalanine,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0240317,,759256.0,13200-85-6,,663938.0
118031,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0011686,,154035.0,,,135751.0
118033,phenol sulfate,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0060015,,74426.0,937-34-8,C02180,
118034,thyroxine,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0000248,,,51-48-9,C01829,5614.0
118036,tyramine O-sulfate,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0006409,,153005.0,30223-92-8,,134849.0
118038,vanillactate,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0000913,,160637.0,2475-56-1,,141152.0
118039,vanillic alcohol sulfate,Amino Acid,Tyrosine Metabolism,NEGa,HMDB0041788,,382946.0,71235-86-4,,339308.0
118040,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,NEGa,HMDB0000291,,736172.0,13244-77-4,C05584,643307.0
119018,"N2,N5-diacetylornithine",Amino Acid,Urea cycle; Arginine and Proline Metabolism,NEGa,HMDB0240345,,65977.0,39825-23-5,,59375.0
119025,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NEGa,HMDB0003357,,439232.0,6205-08-9,C00437,388369.0
206005,maltotetraose,Carbohydrate,Glycogen Metabolism,NEGa,HMDB0001296,,439639.0,34612-38-9,C02052,388711.0
206007,maltotriose,Carbohydrate,Glycogen Metabolism,NEGa,HMDB0001262,,439586.0,1109-28-0,C01835,388669.0
207001,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",NEGa,HMDB0002712,,64960.0,154-58-5,C07326,58485.0
207002,"2,3-diphosphoglycerate",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",NEGa,HMDB0001294,,,,C01159,
207007,Isobar: hexose diphosphates,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",NEGa,HMDB0001058,"HMDB0001058,HMDB0003514(alpha-D-Glucose 1,6-bisphosphate)",10267.0,34693-15-7,C05378,9848.0
301009,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,NEGa,HMDB0002329,,971.0,144-62-7,C00209,946.0
304001,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,NEGa,HMDB0240584,,5315454.0,69853-44-7,,4474753.0
304006,I-urobilinogen,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,NEGa,HMDB0001898,"HMDB0001898,HMDB0004157(Stercobilinogen)",26818.0,14684-37-8,C05790,24980.0
306003,adenosine 5'-diphosphoribose (ADP-ribose),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,NEGa,HMDB0001178,,,,C00301,
306004,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,NEGa,HMDB0004193,,69698.0,701-44-0,C05842,62899.0
307008,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,NEGa,HMDB0000210,,6613.0,79-83-4,C00864,6361.0
309003,riboflavin (Vitamin B2),Cofactors and Vitamins,Riboflavin Metabolism,NEGa,HMDB0000244,,493570.0,83-88-5,C00255,431981.0
312004,alpha-CEHC sulfate,Cofactors and Vitamins,Tocopherol Metabolism,NEGa,,,,,,
312013,delta-CEHC*,Cofactors and Vitamins,Tocopherol Metabolism,NEGa,,,,,,
312015,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,NEGa,HMDB0001931,,15887183.0,178167-75-4,,117455.0
312016,gamma-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,NEGa,,,,,,
312018,gamma-CEHC sulfate*,Cofactors and Vitamins,Tocopherol Metabolism,NEGa,,,,,,
315005,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,NEGa,HMDB0000017,,6723.0,82-82-6,C00847,6467.0
402003,aconitate [cis or trans],Energy,TCA Cycle,NEGa,HMDB0247961,"HMDB0247961,HMDB0000072(cis-Aconitic acid),HMDB0000958(trans-Aconitic acid)",,,,
402007,citrate,Energy,TCA Cycle,NEGa,HMDB0000094,,311.0,77-92-9,C00158,305.0
402012,malate,Energy,TCA Cycle,NEGa,HMDB0000156,"HMDB0000156,HMDB0031518(D-Malic acid)",222656.0,97-67-6,C00149,193317.0
601001,11beta-hydroxyandrosterone glucuronide,Lipid,Androgenic Steroids,NEGa,HMDB0010351,,1864.0,,C05643,1794.0
601007,16a-hydroxy DHEA 3-sulfate,Lipid,Androgenic Steroids,NEGa,HMDB0062544,,20848951.0,4873-65-8,,24850136.0
601008,"5alpha-androstan-3alpha,17alpha-diol disulfate",Lipid,Androgenic Steroids,NEGa,,,,,,
601011,"5alpha-androstan-3alpha,17beta-diol disulfate",Lipid,Androgenic Steroids,NEGa,,,,,,
601012,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",Lipid,Androgenic Steroids,NEGa,,,,,,
601014,"5alpha-androstan-3beta,17alpha-diol disulfate",Lipid,Androgenic Steroids,NEGa,HMDB0094682,,56639109.0,21152-49-8,,
601016,"5alpha-androstan-3beta,17beta-diol disulfate",Lipid,Androgenic Steroids,NEGa,HMDB0094682,,,,,
601019,andro steroid monosulfate C19H28O6S (1)*,Lipid,Androgenic Steroids,NEGa,,,,,,
601020,"androstenediol (3alpha, 17alpha) monosulfate (2)",Lipid,Androgenic Steroids,NEGa,,,,,,
601021,"androstenediol (3alpha, 17alpha) monosulfate (3)",Lipid,Androgenic Steroids,NEGa,,,,,,
601022,"androstenediol (3beta,17beta) disulfate (1)",Lipid,Androgenic Steroids,NEGa,,,,,,
601023,"androstenediol (3beta,17beta) disulfate (2)",Lipid,Androgenic Steroids,NEGa,HMDB0240313,,87120982.0,1357147-18-2,,58163615.0
601024,"androstenediol (3beta,17beta) monosulfate (1)",Lipid,Androgenic Steroids,NEGa,HMDB0240429,"HMDB0240429,HMDB0186954(4-Androsten-3beta,17beta-diol 3-sulfate)",,102287-51-4,,
601025,"androstenediol (3beta,17beta) monosulfate (2)",Lipid,Androgenic Steroids,NEGa,HMDB0240429,"HMDB0240429,HMDB0186954(4-Androsten-3beta,17beta-diol 3-sulfate)",,102287-51-4,,
601026,androsterone glucuronide,Lipid,Androgenic Steroids,NEGa,HMDB0002829,,114833.0,1852-43-3,C11135,102793.0
601027,androsterone sulfate,Lipid,Androgenic Steroids,NEGa,HMDB0002759,,159663.0,2479-86-9,,140383.0
601030,dehydroisoandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,NEGa,HMDB0001032,,12594.0,651-48-9,C04555,12074.0
601032,epiandrosterone sulfate,Lipid,Androgenic Steroids,NEGa,HMDB0062657,,9929317.0,977-35-5,,
601034,testosterone sulfate,Lipid,Androgenic Steroids,NEGa,HMDB0002833,,119207.0,651-45-6,,106493.0
606001,11-dehydrocorticosterone sulfate,Lipid,Corticosteroids,NEGa,,,,,,
606003,corticosterone,Lipid,Corticosteroids,NEGa,HMDB0001547,,5753.0,50-22-6,C02140,5550.0
606004,cortisol,Lipid,Corticosteroids,NEGa,HMDB0000063,,5754.0,50-23-7,C00735,
606006,cortisol 21-sulfate,Lipid,Corticosteroids,NEGa,HMDB0062779,,102172.0,1253-43-6,,
606007,cortisone,Lipid,Corticosteroids,NEGa,HMDB0002802,,222786.0,53-06-5,C00762,193441.0
606010,cortolone glucuronide (1),Lipid,Corticosteroids,NEGa,,,,,,
606014,tetrahydrocortisol glucuronide,Lipid,Corticosteroids,NEGa,,,,,,
606018,tetrahydrocortisone glucuronide (5),Lipid,Corticosteroids,NEGa,,,,,,
611001,12-HETE,Lipid,Eicosanoid,NEGa,HMDB0006111,,5283155.0,54397-83-0,C14777,4446279.0
611002,12-HHTrE,Lipid,Eicosanoid,NEGa,HMDB0012535,,5283141.0,54397-84-1,C20388,4446265.0
612016,N-linoleoyltaurine*,Lipid,Endocannabinoid,NEGa,,,,,,
612018,N-oleoylserine,Lipid,Endocannabinoid,NEGa,,,,,,
612019,N-oleoyltaurine,Lipid,Endocannabinoid,NEGa,,,,,,
612021,N-palmitoylserine,Lipid,Endocannabinoid,NEGa,,,,,,
612022,N-palmitoyltaurine,Lipid,Endocannabinoid,NEGa,,,,,,
612024,N-stearoyltaurine,Lipid,Endocannabinoid,NEGa,,,,,,
612025,oleoyl ethanolamide,Lipid,Endocannabinoid,NEGa,HMDB0002088,,5283454.0,111-58-0,,4446574.0
612027,palmitoyl ethanolamide,Lipid,Endocannabinoid,NEGa,HMDB0002100,,4671.0,544-31-0,C16512,4509.0
613001,estriol 16-glucuronide,Lipid,Estrogenic Steroids,NEGa,HMDB0006766,,122281.0,1852-50-2,C05504,109041.0
613002,estriol 3-sulfate,Lipid,Estrogenic Steroids,NEGa,HMDB0251977,,,,,
613003,estriol-3-glucuronide,Lipid,Estrogenic Steroids,NEGa,HMDB0010335,,160638.0,2479-91-6,,141153.0
613004,estrone 3-sulfate,Lipid,Estrogenic Steroids,NEGa,HMDB0001425,,3001028.0,481-97-0,C02538,2272513.0
616035,hexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine),NEGa,,,,,,
616047,"cis-3,4-methyleneheptanoylglycine",Lipid,Fatty Acid Metabolism (Acyl Glycine),NEGa,,,,,,
616049,hexanoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),NEGa,HMDB0000701,,99463.0,24003-67-6,,89859.0
616052,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),NEGa,HMDB0059766,,11788622.0,,,
616105,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),NEGa,HMDB0013034,,151008.0,158305-64-7,,133100.0
616106,trans-2-hexenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),NEGa,,,,,,
618002,N-linoleoylserine*,Lipid,"Fatty Acid, Amide",NEGa,,,,,,
619002,2-aminooctanoate,Lipid,"Fatty Acid, Amino",NEGa,HMDB0000991,,69522.0,644-90-6,,62727.0
619003,N-acetyl-2-aminooctanoate*,Lipid,"Fatty Acid, Amino",NEGa,HMDB0059745,,95555.0,,,
620001,(12 or 13)-methylmyristate (a15:0 or i15:0),Lipid,"Fatty Acid, Branched",NEGa,HMDB0061707,,151014.0,,,
620002,(14 or 15)-methylpalmitate (a17:0 or i17:0),Lipid,"Fatty Acid, Branched",NEGa,HMDB0061859,,8181.0,112-39-0,C16995,
620003,(16 or 17)-methylstearate (a19:0 or i19:0),Lipid,"Fatty Acid, Branched",NEGa,HMDB0037397,,3083779.0,2724-59-6,,2340933.0
620005,2-hydroxyphytanate*,Lipid,"Fatty Acid, Branched",NEGa,,,,,,
620008,"cis-3,4-methyleneheptanoate",Lipid,"Fatty Acid, Branched",NEGa,,,,,,
620009,isocaproate (i6:0),Lipid,"Fatty Acid, Branched",NEGa,HMDB0000689,,,,,
621003,2-hydroxysebacate,Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000424,,128458.0,103963-71-9,,113866.0
621004,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0061643,,194501.0,,,
621005,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0061112,,123979.0,86879-39-2,,
621007,3-hydroxydodecanedioate*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000413,,16663321.0,34574-69-1,,13628081.0
621013,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000784,,2266.0,123-99-9,C08261,2179.0
621017,decadienedioic acid (C10:2-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621019,docosadioate (C22-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621020,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621021,dodecanedioate (C12-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000623,,12736.0,693-23-2,C02678,12213.0
621022,dodecenedioate (C12:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000933,,5283028.0,6402-36-4,C16308,4446155.0
621023,eicosanedioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621024,eicosenedioate (C20:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621027,hexadecanedioate (C16-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000672,,10459.0,505-54-4,C19615,10027.0
621029,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621030,hydroxy-CMPF*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621034,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621035,octadecanedioate (C18-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000782,,70095.0,871-70-5,,63283.0
621037,octadecenedioate (C18:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621039,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000792,,5192.0,111-20-6,C08277,5004.0
621041,tetradecadienedioate (C14:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621042,tetradecanedioate (C14-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000872,,13185.0,821-38-5,,12630.0
621045,tridecenedioate (C13:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",NEGa,,,,,,
621046,undecanedioate (C11-DC),Lipid,"Fatty Acid, Dicarboxylate",NEGa,HMDB0000888,,15816.0,1852-04-6,,15037.0
624002,13-HODE + 9-HODE,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0004667,"HMDB0004667,HMDB0062652((10E,12Z)-9-HODE),HMDB0004670(alpha-Dimorphecolic acid)",6443013.0,29623-28-7,C14762,4947055.0
624003,14-HDoHE/17-HDoHE,Lipid,Docosanoid,NEGa,HMDB0060044,"HMDB0060044,HMDB0010213(17-HDoHE)",131769804.0,,,
624004,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0006294,,10466.0,506-13-8,C18218,10034.0
624005,2-hydroxyarachidate*,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0061659,,5225199.0,,,
624006,2-hydroxybehenate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0061660,,193484.0,,,
624007,2-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0094656,,5312797.0,70267-29-7,,
624009,2-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",NEGa,,,,,,
624012,2-hydroxynervonate*,Lipid,"Fatty Acid, Monohydroxy",NEGa,,,,,,
624013,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0002264,,5312860.0,30117-44-3,,4472285.0
624015,2-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0031057,,12575964.0,16452-52-1,,
624016,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0062549,,439887.0,26531-80-6,C03045,
624018,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0002203,,5312799.0,19526-23-9,,4472224.0
624019,3-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0061652,"HMDB0061652,HMDB0010718((R)-3-Hydroxyhexanoic acid)",11829482.0,66997-60-2,,
624020,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0000387,,5312805.0,45162-48-9,,4472230.0
624022,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0061656,,5312869.0,35683-15-9,,
624023,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0001954,,11367166.0,33796-86-0,,9542083.0
624024,3-hydroxyoleate*,Lipid,"Fatty Acid, Monohydroxy",NEGa,,,,,,
624026,3-hydroxysebacate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0000350,,124350389.0,446881-43-2,,
624032,5-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0000525,,170748.0,44843-89-2,,149280.0
624036,9-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0061661,,9570127.0,3384-24-5,,
624038,alpha-hydroxycaproate,Lipid,"Fatty Acid, Monohydroxy",NEGa,HMDB0001624,,99824.0,6064-63-7,,90191.0
628001,glycerol,Lipid,Glycerolipid Metabolism,NEGa,HMDB0000131,,753.0,56-81-5,C00116,
638001,10-heptadecenoate (17:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,NEGa,HMDB0060038,,5312435.0,29743-97-3,,4471860.0
638002,10-nonadecenoate (19:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,NEGa,HMDB0013622,,5312513.0,73033-09-7,,4471938.0
638003,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,NEGa,HMDB0002212,,10467.0,506-30-9,C06425,10035.0
638005,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,NEGa,HMDB0002259,,10465.0,506-12-7,,10033.0
638006,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,NEGa,HMDB0000806,,11005.0,544-63-8,C06424,10539.0
638007,myristoleate (14:1n5),Lipid,Long Chain Monounsaturated Fatty Acid,NEGa,HMDB0002000,,5281119.0,544-64-9,C08322,4444564.0
638009,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,NEGa,HMDB0000772,,12591.0,646-30-0,C16535,12071.0
638010,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid,NEGa,HMDB0000207,"HMDB0000207,HMDB0000573(Elaidic acid),HMDB0003231(Vaccenic acid),HMDB0240219(cis-Vaccenic acid)",445639.0,112-80-1,C00712,393217.0
638011,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,NEGa,HMDB0000220,,985.0,57-10-3,C00249,960.0
638012,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,NEGa,HMDB0003229,,445638.0,373-49-9,C08362,393216.0
638013,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,NEGa,HMDB0000826,,13849.0,1002-84-2,C16537,13249.0
638014,stearate (18:0),Lipid,Long Chain Saturated Fatty Acid,NEGa,HMDB0000827,,5281.0,57-11-4,C01530,5091.0
639001,eicosenoate (20:1),Lipid,Long Chain Monounsaturated Fatty Acid,NEGa,HMDB0002231,"HMDB0002231,HMDB0062436(9Z-Eicosenoic acid)",5282768.0,5561-99-9,C16526,4445895.0
639002,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,NEGa,HMDB0002068,,5281116.0,112-86-7,C08316,4444561.0
640-5801,dihomo-linolenate (20:3n3 or n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0002925,,5280581.0,1783-84-2,C03242,4444199.0
642001,1-arachidonoyl-GPA (20:4),Lipid,Lysophospholipid,NEGa,HMDB0062312,,42607498.0,,,
642004,1-arachidonoyl-GPI (20:4)*,Lipid,Lysophospholipid,NEGa,HMDB0061690,,,1246430-04-5,,
642010,1-linoleoyl-GPA (18:2)*,Lipid,Lysophospholipid,NEGa,HMDB0007856,,20835023.0,,,
642013,1-linoleoyl-GPG (18:2)*,Lipid,Lysophospholipid,NEGa,HMDB0240600,,52927437.0,2093174-30-0,,
642014,1-linoleoyl-GPI (18:2)*,Lipid,Lysophospholipid,NEGa,HMDB0240597,,,1425501-10-5,,58163600.0
642020,1-oleoyl-GPG (18:1)*,Lipid,Lysophospholipid,NEGa,HMDB0240602,,,,,7826085.0
642021,1-oleoyl-GPI (18:1)*,Lipid,Lysophospholipid,NEGa,HMDB0061693,,,1114770-15-8,,
642028,1-palmitoyl-GPG (16:0)*,Lipid,Lysophospholipid,NEGa,HMDB0240601,,42607483.0,116870-26-9,,24823104.0
642029,1-palmitoyl-GPI (16:0),Lipid,Lysophospholipid,NEGa,HMDB0061695,,,1425501-12-7,,
642035,1-stearoyl-GPG (18:0),Lipid,Lysophospholipid,NEGa,,,,,,
642036,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,NEGa,HMDB0240261,,,327620-46-2,,34448669.0
642037,1-stearoyl-GPS (18:0)*,Lipid,Lysophospholipid,NEGa,HMDB0061698,,74819135.0,,,
642038,2-palmitoleoyl-GPC (16:1)*,Lipid,Lysophospholipid,NEGa,HMDB0010383,HMDB0010383(没有2-LPC 16:1 只有1-LPC-16:1),,,C04230,
642040,2-palmitoyl-GPC (16:0)*,Lipid,Lysophospholipid,NEGa,HMDB0240262,,,,,
642042,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid,NEGa,HMDB0011129,,53480667.0,899443-67-5,,24769218.0
643002,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,Lysoplasmalogen,NEGa,,,,,,
644001,(2 or 3)-decenoate (10:1n7 or n8),Lipid,Medium Chain Fatty Acid,NEGa,,,,,,
644002,10-undecenoate (11:1n1),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0033724,,5634.0,112-38-9,C13910,10771160.0
644003,5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000529,,5312378.0,2430-94-6,,4471803.0
644004,caprate (10:0),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000511,,2969.0,334-48-5,C01571,2863.0
644005,caproate (6:0),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000535,,8892.0,142-62-1,C01585,8552.0
644006,caprylate (8:0),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000482,,379.0,124-07-2,C06423,370.0
644007,cis-4-decenoate (10:1n6)*,Lipid,Medium Chain Fatty Acid,NEGa,HMDB0004980,,5312351.0,505-90-8,,4471776.0
644008,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000666,,8094.0,111-14-8,C17714,7803.0
644009,laurate (12:0),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000638,,3893.0,143-07-7,C02679,3756.0
644010,pelargonate (9:0),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000847,,8158.0,112-05-0,C01601,7866.0
644011,undecanoate (11:0),Lipid,Medium Chain Fatty Acid,NEGa,HMDB0000947,,8180.0,112-37-8,C17715,7888.0
658001,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0002226,,5497181.0,28874-58-0,C16527,4593749.0
658002,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0001043,,444899.0,506-32-1,C00219,392692.0
658003,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0005060,,6439848.0,5598-38-9,C16525,4944228.0
658005,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0061714,,5312554.0,17735-98-7,C16533,4471979.0
658006,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0002183,,445580.0,6217-54-5,C06429,393183.0
658007,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0006528,,5497182.0,24880-45-3,C16513,4593750.0
658008,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0001976,,6441454.0,25448-00-4,,4945614.0
658009,docosatrienoate(22:3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0002823,,5312557.0,28845-86-5,,4471982.0
658010,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0001999,,446284.0,10417-94-4,C06428,393682.0
658011,heneicosapentaenoate (21:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,,,,,,
658012,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0000477,,13932172.0,28290-73-5,,13628094.0
658014,linoleate (18:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0000673,"HMDB0000673,HMDB0006270(Linoelaidic acid)",5280450.0,60-33-3,C01595,4444105.0
658015,linolenate [alpha or gamma; (18:3n3 or 6)],Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0003073,"HMDB0003073,HMDB0001388(alpha-Linolenic acid)",5280933.0,506-26-3,C06426,4444436.0
658017,nisinate (24:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NEGa,HMDB0002007,,11792612.0,81247-23-6,,9967286.0
