COMP ID,COMPOUND Name,SUPER META PATHWAY,SUB META PATHWAY,ACQUISITION METHOD,HMDB ID,HMDB_annotation,PUBCHEM ID,CAS ID,KEGG ID,CHEMSPIDER ID
1116020,2-piperidinone,Xenobiotics,Food Component/Plant,POSa,HMDB0011749,,12665.0,675-20-7,,12144.0
1116027,3-formylindole,Xenobiotics,Food Component/Plant,POSa,HMDB0029737,,,,C08493,
1116032,3-hydroxystachydrine*,Xenobiotics,Food Component/Plant,POSa,,,,,,
1116044,alliin,Xenobiotics,Food Component/Plant,POSa,HMDB0301759,"HMDB0301759,HMDB0033592((R)C(S)S-Alliin)",,,,
1116082,ergothioneine,Xenobiotics,Food Component/Plant,POSa,HMDB0003045,,5351619.0,497-30-3,C05570,4508619.0
1116113,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,POSa,HMDB0029422,,3083620.0,534-30-5,C05575,2340795.0
1116166,S-allylcysteine,Xenobiotics,Food Component/Plant,POSa,HMDB0034323,,98280.0,21593-77-1,C16759,88744.0
1116174,stachydrine,Xenobiotics,Food Component/Plant,POSa,HMDB0004827,,115244.0,471-87-4,C10172,103115.0
1116213,sulforaphane-cysteine,Xenobiotics,Food Component/Plant,POSa,,,,,,
1118013,caffeine,Xenobiotics,Xanthine Metabolism,POSa,HMDB0001847,,2519.0,58-08-2,C07481,2424.0
1118016,theobromine,Xenobiotics,Xanthine Metabolism,POSa,HMDB0002825,,5429.0,83-67-0,C07480,5236.0
112009,2-methylbutyrylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0000378,,6426901.0,31023-25-3,,4932320.0
112017,3-methylglutarylcarnitine (2),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0000552,,,102673-95-0,,
112027,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0000736,,168379.0,25518-49-4,,147286.0
112029,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0000172,,6306.0,73-32-5,C00407,6067.0
112031,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0000688,,6426851.0,31023-24-2,,4932271.0
112034,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0000687,,6106.0,61-90-5,C00123,5880.0
112045,tiglylcarnitine (C5:1-DC),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0002366,,91825636.0,64681-36-3,,34999729.0
112047,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",POSa,HMDB0000883,,6287.0,72-18-4,C00183,6050.0
113003,5-(galactosylhydroxy)-L-lysine,Amino Acid,Lysine Metabolism,POSa,,,,,,
113004,5-aminovalerate,Amino Acid,Lysine Metabolism,POSa,HMDB0003355,,138.0,660-88-8,C00431,135.0
113005,5-hydroxylysine,Amino Acid,Lysine Metabolism,POSa,HMDB0000450,,3032849.0,1190-94-9,C16741,2297721.0
113008,fructosyllysine,Amino Acid,Lysine Metabolism,POSa,HMDB0034879,,131751634.0,21291-40-7,,35013790.0
113009,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,POSa,HMDB0013130,,53481699.0,102636-82-8,,34448634.0
113011,"hydroxy-N6,N6,N6-trimethyllysine*",Amino Acid,Lysine Metabolism,POSa,,,,,,
113012,lysine,Amino Acid,Lysine Metabolism,POSa,HMDB0000182,"HMDB0000182,HMDB0003405(D-Lysine)",,,C00047,
113013,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,Lysine Metabolism,POSa,,,,,,
113019,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,POSa,HMDB0001325,,440120.0,19253-88-4,C03793,389120.0
113022,N6-carboxyethyllysine,Amino Acid,Lysine Metabolism,POSa,,,,,,
113024,N6-methyllysine,Amino Acid,Lysine Metabolism,POSa,HMDB0002038,,164795.0,1188-07-4,C02728,144469.0
113027,pipecolate,Amino Acid,Lysine Metabolism,POSa,HMDB0000070,,849.0,535-75-1,C00408,826.0
113028,saccharopine,Amino Acid,Lysine Metabolism,POSa,HMDB0000279,,160556.0,997-68-2,C00449,141086.0
114005,5-methylthioribose**,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0001087,,439904.0,624740-12-1,C03089,388938.0
114007,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0000099,,439258.0,56-88-2,C02291,388392.0
114008,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0000574,,5862.0,52-90-4,C00097,5653.0
114010,cysteine sulfinic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0000996,,1549098.0,1115-65-7,C00606,1266065.0
114013,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0000965,,107812.0,300-84-5,C00519,96959.0
114014,lanthionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,,,,,,
114015,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0000696,,6137.0,63-68-3,C00073,5907.0
114016,methionine sulfone,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0062174,,445282.0,7314-32-1,,
114017,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0002005,,158980.0,3226-65-1,C02989,139840.0
114020,N-acetylmethionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,,,,,,
114024,S-(2-carboxypropyl)cysteamine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0002169,,,,,
114026,S-adenosylmethionine (SAM),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0001185,,34756.0,485-80-3,C00019,21169292.0
114029,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0029432,,82142.0,32726-14-0,,74136.0
114032,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",POSa,HMDB0000251,,1123.0,107-35-7,C00245,1091.0
115011,phenylalanine,Amino Acid,Phenylalanine Metabolism,POSa,HMDB0000159,,6140.0,63-91-2,C00079,5910.0
116001,(N(1) + N(8))-acetylspermidine,Amino Acid,Polyamine Metabolism,POSa,HMDB0001276,"HMDB0001276,HMDB0002189(N8-Acetylspermidine)",496.0,14278-49-0,C00612,482.0
116002,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,POSa,HMDB0003681,,18189.0,3025-96-5,C02946,17180.0
116003,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,POSa,HMDB0001173,,439176.0,2457-80-9,C00170,388321.0
116010,N(1)-acetylspermine,Amino Acid,Polyamine Metabolism,POSa,HMDB0001186,,,,C02567,
116011,"N1,N12-diacetylspermine",Amino Acid,Polyamine Metabolism,POSa,HMDB0002172,,132680.0,61345-83-3,C03413,117134.0
116012,N-acetyl-isoputreanine*,Amino Acid,Polyamine Metabolism,POSa,,,,,,
116013,N-acetylputrescine,Amino Acid,Polyamine Metabolism,POSa,HMDB0002064,,122356.0,18233-70-0,C02714,109095.0
116014,putrescine,Amino Acid,Polyamine Metabolism,POSa,HMDB0001414,,1045.0,110-60-1,C00134,13837702.0
116015,spermidine,Amino Acid,Polyamine Metabolism,POSa,HMDB0001257,,1102.0,124-20-9,C00315,1071.0
117007,5-hydroxyindoleacetate,Amino Acid,Tryptophan Metabolism,POSa,HMDB0000763,,1826.0,54-16-0,C05635,1760.0
117012-1,anthranilate,Amino Acid,Tryptophan Metabolism,POSa,,,,,,
117025,kynurenine,Amino Acid,Tryptophan Metabolism,POSa,HMDB0000684,,161166.0,2922-83-0,C00328,141580.0
117029,N-formylkynurenine,Amino Acid,Tryptophan Metabolism,POSa,HMDB0001200,,,,C02406,
117031,picolinate,Amino Acid,Tryptophan Metabolism,POSa,HMDB0002243,,1018.0,98-98-6,C10164,993.0
117034,tryptophan,Amino Acid,Tryptophan Metabolism,POSa,HMDB0000929,,6305.0,73-22-3,C00078,6066.0
117035,tryptophan betaine,Amino Acid,Tryptophan Metabolism,POSa,HMDB0061115,,442106.0,487-58-1,C09213,
118010,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,POSa,HMDB0001434,,1670.0,7636-26-2,,1607.0
118030,o-Tyrosine,Amino Acid,Tyrosine Metabolism,POSa,HMDB0006050,,91482.0,2370-61-8,,82607.0
118037,tyrosine,Amino Acid,Tyrosine Metabolism,POSa,HMDB0000158,,6057.0,60-18-4,C00082,5833.0
119001,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0004225,,558.0,3715-10-4,C03771,542.0
119002,3-amino-2-piperidone,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000323,,5200225.0,1892-22-4,,4371576.0
119005,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000517,,6322.0,74-79-3,C00062,6082.0
119006,argininosuccinate,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000052,,16950.0,2387-71-5,C03406,16059.0
119007,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000904,,9750.0,372-75-8,C00327,9367.0
119008,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0003334,"HMDB0003334,HMDB0001539(ADMA)",169148.0,30344-00-4,,147942.0
119011,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000670,,9085.0,156-86-5,C01924,8732.0
119012,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000679,,65072.0,1190-49-4,C02427,58582.0
119013,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000725,,5810.0,51-35-4,C01157,5605.0
119017,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0240365,,134218393.0,2177265-93-7,,
119020,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0004620,,67427.0,155-84-0,,60752.0
119024,N-alpha-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0003357,,,,C00437,
119027,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0094696,,643474.0,475-11-6,,558617.0
119028,N-monomethylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0029416,,132862.0,17035-90-4,C03884,117259.0
119030,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000214,"HMDB0000214,HMDB0003374(D-Ornithine)",6262.0,3184-13-2,C00077,6026.0
119031,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000162,"HMDB0000162,HMDB0003411(D-Proline),HMDB0000162(L-Proline),HMDB0251528(DL-Proline)",145742.0,147-85-3,C00148,128566.0
119032,pro-hydroxy-pro,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0006695,,11902892.0,18684-24-7,,10077215.0
119034,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,POSa,HMDB0000294,,1176.0,57-13-6,C00086,1143.0
201001,N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product,POSa,HMDB0240347,,123800.0,5746-04-3,,110350.0
203008,N-acetyl-beta-glucosaminylamine,Carbohydrate,Aminosugar Metabolism,POSa,HMDB0001104,,,,C01239,
203012,N-acetylglucosamine/N-acetylgalactosamine,Carbohydrate,Aminosugar Metabolism,POSa,HMDB0000215,"HMDB0000215,HMDB0000212(N-Acetylgalactosamine)",439174.0,7512-17-6,C00140,388319.0
203014,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,POSa,HMDB0000489,,123826.0,2776-93-4,C04540,110370.0
203016,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,POSa,HMDB0000230,,445063.0,19342-33-7,C19910,392810.0
206002,maltohexaose,Carbohydrate,Glycogen Metabolism,POSa,HMDB0012253,,5288409.0,34620-77-4,C01936,4450599.0
207005,dihydroxyacetone phosphate (DHAP),Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",POSa,HMDB0001473,,668.0,57-04-5,C00111,648.0
211006,sedoheptulose-7-phosphate,Carbohydrate,Pentose Phosphate Pathway,POSa,HMDB0001068,,92042786.0,89927-08-2,C05382,58827526.0
306001,1-methylnicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,POSa,HMDB0000699,,457.0,3106-60-3,C02918,444.0
306005,N1-Methyl-2-pyridone-5-carboxamide and N1-Methyl-4-pyridone-3-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,POSa,HMDB0004194,,440810.0,769-49-3,C05843,389671.0
306006,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,POSa,HMDB0001406,,936.0,98-92-0,C00153,911.0
306010,nicotinamide ribonucleotide (NMN),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,POSa,HMDB0000229,,14181.0,75414-16-3,C00455,13554.0
306011,nicotinamide riboside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,POSa,HMDB0000855,,439924.0,1341-23-7,C03150,388956.0
306018,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,POSa,HMDB0000875,,5570.0,535-83-1,C01004,5369.0
308003,pterin,Cofactors and Vitamins,Pterin Metabolism,POSa,HMDB0000802,,73000.0,2236-60-4,C00715,65806.0
310002,dihydrobiopterin,Cofactors and Vitamins,Tetrahydrobiopterin Metabolism,POSa,HMDB0000038,,119055.0,6779-87-9,C02953,106382.0
311003,thiamin (Vitamin B1),Cofactors and Vitamins,Thiamine Metabolism,POSa,HMDB0000235,,,,C00378,
315001,pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,POSa,HMDB0001545,,1050.0,66-72-8,C00250,1021.0
315003,pyridoxamine,Cofactors and Vitamins,Vitamin B6 Metabolism,POSa,HMDB0001431,,1052.0,85-87-0,C00534,1023.0
315004,pyridoxamine phosphate,Cofactors and Vitamins,Vitamin B6 Metabolism,POSa,HMDB0001555,,1053.0,529-96-4,C00647,1024.0
401002,phosphate,Energy,Oxidative Phosphorylation,POSa,HMDB0001429,,1004.0,14265-44-2,C00009,979.0
402010,isocitrate,Energy,TCA Cycle,POSa,HMDB0000193,"HMDB0000193,HMDB0001874(D-threo-Isocitric acid)",1198.0,320-77-4,C00311,1161.0
402016,succinylcarnitine (C4-DC),Energy,TCA Cycle,POSa,HMDB0061717,,,,,
602001,carnitine,Lipid,Carnitine Metabolism,POSa,HMDB0000062,,10917.0,541-15-1,C00318,2006614.0
602002,deoxycarnitine,Lipid,Carnitine Metabolism,POSa,HMDB0001161,,725.0,407-64-7,C01181,705.0
616007,3-hydroxyoctanoylcarnitine (1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",POSa,HMDB0061634,,86583357.0,,,
616008,3-hydroxyoctanoylcarnitine (2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",POSa,,,,,,
616020,isocaproylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",POSa,,,,,,
616042,3-hydroxybutyroylglycine**,Lipid,Fatty Acid Metabolism (Acyl Glycine),POSa,,,,,,
616056,butyrylcarnitine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),POSa,HMDB0002013,,213144.0,25576-40-3,C02862,184820.0
616059,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),POSa,HMDB0000824,,188824.0,20064-19-1,C03017,164090.0
616061,3-hydroxybutyrylcarnitine (1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",POSa,,,,,,
616062,3-hydroxybutyrylcarnitine (2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",POSa,HMDB0013127,,,1469900-92-2,,
616064,3-hydroxyhexanoylcarnitine (1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",POSa,,,,,,
616069,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",POSa,HMDB0000201,,,3040-38-8,,5406074.0
616070,adipoylcarnitine (C6-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",POSa,HMDB0061677,,91826562.0,102636-83-9,,
616083,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",POSa,HMDB0000756,,3246938.0,22671-29-0,,2497478.0
616101,suberoylcarnitine (C8-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",POSa,,,,,,
617003,malonylcarnitine,Lipid,Fatty Acid Synthesis,POSa,HMDB0002095,,91825606.0,910825-21-7,,34999703.0
619001,2-aminoheptanoate,Lipid,"Fatty Acid, Amino",POSa,HMDB0094649,,5312965.0,44902-02-5,,
628002,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,POSa,HMDB0000126,,439162.0,57-03-4,C00093,388308.0
655001,choline,Lipid,Phospholipid Metabolism,POSa,HMDB0000097,,305.0,62-49-7,C00114,299.0
655002,choline phosphate,Lipid,Phospholipid Metabolism,POSa,HMDB0001565,,1014.0,3616-04-4,C00588,989.0
655003,CDP-choline,Lipid,Phospholipid Metabolism,POSa,HMDB0001413,,13805.0,987-78-0,C00307,13208.0
655005,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,POSa,HMDB0000114,,123874.0,1190-00-7,C01233,110410.0
655007,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,POSa,HMDB0000086,,657272.0,28319-77-9,C00670,571409.0
655008,glycerophosphoserine*,Lipid,Phospholipid Metabolism,POSa,,,,,,
655009,phosphoethanolamine,Lipid,Phospholipid Metabolism,POSa,HMDB0000224,,1015.0,1071-23-4,C00346,990.0
655010,trimethylamine N-oxide,Lipid,Phospholipid Metabolism,POSa,HMDB0000925,,1145.0,1184-78-7,C01104,1113.0
702001,methylphosphate,Nucleotide,Purine and Pyrimidine Metabolism,POSa,HMDB0061711,,,,,
703011,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",POSa,HMDB0002721,,65095.0,2140-73-0,,58605.0
703018,1-methyladenine,Nucleotide,"Purine Metabolism, Adenine containing",POSa,HMDB0011599,,78821.0,5142-22-3,C02216,71157.0
703024,adenine,Nucleotide,"Purine Metabolism, Adenine containing",POSa,HMDB0000034,,190.0,73-24-5,C00147,185.0
703025,adenosine,Nucleotide,"Purine Metabolism, Adenine containing",POSa,HMDB0000050,,60961.0,58-61-7,C00212,54923.0
703031,adenosine 5'-monophosphate (AMP),Nucleotide,"Purine Metabolism, Adenine containing",POSa,HMDB0000045,,6083.0,61-19-8,C00020,5858.0
703037,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",POSa,HMDB0003331,,27476.0,15763-06-1,C02494,17216227.0
703040,N6-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",POSa,HMDB0004044,,102175.0,1867-73-8,,92307.0
703046,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",POSa,HMDB0000897,,11361.0,578-76-7,C02242,10883.0
703048,guanine,Nucleotide,"Purine Metabolism, Guanine containing",POSa,HMDB0000132,,764.0,73-40-5,C00242,744.0
703052,5'- GMP,Nucleotide,"Purine Metabolism, Guanine containing",POSa,HMDB0001397,,6804.0,85-32-5,C00144,6545.0
703058,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",POSa,HMDB0004824,,92919.0,2140-67-2,,83878.0
704004,2'-O-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,,,,,,
704005,3-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,HMDB0240577,,14237477.0,2140-64-9,,21864863.0
704007,5-methylcytidine,Nucleotide,Pyrimidine metabolism,POSa,HMDB0000982,,,,,
704008,5-methylcytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,HMDB0002894,,,,C02376,
704009,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,HMDB0000089,,6175.0,65-46-3,C00475,5940.0
704010,cytidine 2' or 3'-monophosphate (2' or 3'-CMP),Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,HMDB0240312,"HMDB0240312,HMDB0011692(Cytidine 2'-phosphate)",66535.0,84-52-6,C05822,59906.0
704013,CMP,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,HMDB0000095,,6131.0,63-37-6,C00055,5901.0
704016,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,HMDB0000630,,597.0,71-30-7,C00380,577.0
704017,N4-acetylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",POSa,HMDB0005923,,107461.0,3768-18-1,,96702.0
704022,3-aminoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",POSa,HMDB0003911,,64956.0,144-90-1,C05145,58481.0
704032,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",POSa,HMDB0000026,,,462-88-4,C02642,109.0
704037,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",POSa,HMDB0000056,,239.0,107-95-9,C00099,234.0
902009,glycylleucine,Peptide,Dipeptide,POSa,HMDB0000759,,92843.0,869-19-2,C02155,83812.0
902018,phenylalanylglycine,Peptide,Dipeptide,POSa,HMDB0028995,,6992303.0,721-90-4,,5360444.0
902021,prolylglycine,Peptide,Dipeptide,POSa,HMDB0011178,,6426709.0,2578-57-6,,4932143.0
903001,isoleucylhydroxyproline*,Peptide,Dipeptide Derivative,POSa,HMDB0028908,,61158802.0,90965-80-3,,43627825.0
903002,leucylhydroxyproline*,Peptide,Dipeptide Derivative,POSa,HMDB0028930,,20847829.0,63912-01-6,,25050183.0
905003,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0029154,,65254.0,5978-23-4,,58747.0
905004,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,POSa,,,,,,
905005,gamma-glutamylcysteine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0001049,,,,C00669,
905006,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0003869,,7015684.0,17105-15-6,,5378717.0
905007,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0011737,,92865.0,1116-22-9,C05282,83831.0
905008,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0011738,,150914.0,10148-81-9,C05283,133013.0
905009,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0011667,,165527.0,1948-29-4,,145071.0
905010,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0029151,,7017195.0,37460-15-4,,5380197.0
905011,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0011170,,22885096.0,23632-83-9,,18897160.0
905012,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0011171,,151023.0,2566-39-4,,133115.0
905013,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0034367,,,,,
905014,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0000594,,,7432-24-8,,99868.0
905015,gamma-glutamylserine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0029158,,22844748.0,5875-35-4,,18691889.0
905016,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0029159,,53861142.0,5652-48-2,,29273165.0
905018,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0011741,,94340.0,7432-23-7,,85142.0
905019,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,POSa,HMDB0011172,,7015683.0,2746-34-1,,5378716.0
906001,"N,N-dimethyl-pro-pro",Peptide,Modified Peptides,POSa,,,,,,
1116155,piperine,Xenobiotics,Food Component/Plant,POSb,HMDB0029377,,638024.0,94-62-2,C03882,553590.0
116016,spermine,Amino Acid,Polyamine Metabolism,POSb,HMDB0001256,,1103.0,71-44-3,C00750,1072.0
304001,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,POSb,HMDB0240584,,5315454.0,69853-44-7,,4474753.0
304003,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,POSb,HMDB0000054,,5280352.0,635-65-4,C00486,4444055.0
304004,biliverdin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,POSb,HMDB0001008,,5353439.0,114-25-0,C00500,10628548.0
304005,heme,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,POSb,HMDB0003178,,,14875-96-8,C00032,
304011,protoporphyrin IX,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,POSb,HMDB0000241,,,,C02191,
312007,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,POSb,HMDB0001893,,14985.0,59-02-9,C02477,14265.0
312021,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,POSb,HMDB0001492,"HMDB0001492,HMDB0006335(beta-Tocopherol)",92729.0,54-28-4,C02483,83708.0
313003,carotene diol (1),Cofactors and Vitamins,Vitamin A Metabolism,POSb,,,,,,
313004,carotene diol (2),Cofactors and Vitamins,Vitamin A Metabolism,POSb,,,,,,
313005,carotene diol (3),Cofactors and Vitamins,Vitamin A Metabolism,POSb,,,,,,
603001,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),Lipid,Ceramide PEs,POSb,,,,,,
604001,"ceramide (d16:1/24:1, d18:1/22:1)*",Lipid,Ceramides,POSb,,,,,,
604002,"ceramide (d18:1/14:0, d16:1/16:0)*",Lipid,Ceramides,POSb,HMDB0240681,"HMDB0240681,HMDB0011773(Cer(d18:1/14:0))",11799850.0,123065-37-2,,9974520.0
604003,"ceramide (d18:1/17:0, d17:1/18:0)*",Lipid,Ceramides,POSb,HMDB0240678,"HMDB0240678,HMDB0240683(Cer(d17:1/18:0))",44584335.0,67492-16-4,,24715876.0
604004,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",Lipid,Ceramides,POSb,HMDB0004951,"HMDB0004951,HMDB0240684(Cer(d20:1/18:0)),HMDB0240682,(Cer(d16:1/22:0))",5283566.0,7344-02-7,C00195,4446679.0
604005,"ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Ceramides,POSb,HMDB0240680,"HMDB0240680,HMDB0240679(Cer(d18:1/24:2(5Z,9Z)))",,2148920-72-1,,
604008,N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,Ceramides,POSb,,,,,,
604011,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,Lipid,Ceramides,POSb,,,,,,
604013,N-palmitoyl-sphingadienine (d18:2/16:0)*,Lipid,Ceramides,POSb,HMDB0240686,,52931118.0,1919028-96-8,,
604014,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,POSb,HMDB0004949,,5283564.0,24696-26-2,C00195,4446677.0
