sample-1,sample-2,sample-3,sample-4,sample-5,sample-6,sample-7,sample-8,sample-9,sample-10,sample-11,sample-12,sample-13,sample-14,sample-15,sample-16,sample-17,sample-18,sample-19,sample-20,sample-21,sample-22,sample-23,sample-24,sample-25,sample-26,sample-27,sample-28,sample-29,sample-30,sample-31,sample-32,sample-33,sample-34,sample-35,sample-36,sample-37,sample-38,sample-39,sample-40
1.06725011459584,0.846538248032031,0.928315385721397,1.10147026488983,1.14511738226451,0.888191513524553,0.843581016768466,0.976616966754423,0.876770894427777,1.03002738793156,1.02438004350696,1.1447655823399,0.885832870748343,1.02005947399235,1.00276914116096,0.843581016768466,0.994564502545812,1.05140144062771,0.894098220288645,1.10062038464851,0.88763434349224,0.941064579104572,1.06501248504459,1.10739244440965,0.92210764097791,1.08751316485863,0.844053557649638,1.11260194892102,1.05921538147026,1.017346003203,1.0,0.978571631889053,1.16139104751919,1.02216947484288,0.985290390977876,0.967996594821898,0.982981263368114,1.10407832696257,0.933203558484715,0.990841399138558
1.14687089651961,0.985188585391058,0.991966943230464,1.09624607699702,1.17237999279542,0.979079094071342,0.857732722421635,1.0,0.949525493529351,1.12370418001617,1.03609658837932,1.15656717425251,1.0049265760085,1.06678758408488,0.949455274081274,0.857732722421635,0.970338027583652,1.05770095642309,0.943291023255896,1.13937826162677,0.956772825017302,0.918347095962597,1.11575515520201,1.12763086836583,0.93306267033111,1.12721887581339,0.919986843136025,1.17475672110165,0.941613824304877,0.973798256741662,1.03314979154207,1.05619206567902,1.1621546971429,0.921813088020804,1.02815402756091,0.97447030833709,1.0270091788548,0.914086486989262,0.943041520963659,0.997793941309504
1.00559905176613,1.00393173414698,0.970812440231733,0.997856494809304,1.01849826184557,0.987530045706501,0.986046073206836,1.00306980628347,0.997292453032314,1.0032869868568,1.00733996486551,0.982541873612197,1.00004011282097,1.0032520693364,0.999842407317917,1.01554081921918,1.00277374185936,0.986473671086844,0.996640498752384,1.01846441851221,0.991228591121827,0.969100233869861,0.977990118958743,0.989660650166777,1.02053054315816,0.970500482140029,1.01169708972001,0.974950505572627,1.00293011471388,1.01419438453568,1.01303075808484,1.00040874171705,1.00041434914821,0.999928639304611,1.02219085836711,1.00208666959253,0.999959887179031,0.991977106367644,0.98315526649479,0.982702440718859
0.787916569232092,0.964908064445862,0.787916569232092,0.805862658147571,0.787916569232092,0.842208148937204,0.787916569232092,1.03298273130555,0.787916569232092,0.814932371907059,1.05620440321121,0.995800054042783,1.04384679545825,1.09169657274839,1.02812192941895,0.998491390848037,1.06548453992366,0.909430818469912,1.07028195451454,1.00885530769428,1.10809939261784,0.953880747328404,0.791727955881946,0.796860879393736,0.898823097347594,0.93655099019426,0.787916569232092,1.00150860915196,1.09063435367891,0.930407997791451,1.06895735329778,1.00499902874241,0.787916569232092,1.04260575307597,1.13855772124354,0.968572835742229,0.787916569232092,0.787916569232092,1.0050424336548,0.992200721712715
1.02854703353292,0.99284813718198,1.02848929866713,1.03068386488161,1.04398212338016,0.998219318470335,1.03006409494229,0.987318280237786,1.01608299995167,1.03780860545147,1.01300602142866,0.998315916435064,1.00352800795042,0.95750675909251,0.990727292194707,1.00152438250441,0.996848920806963,0.9739946381642,0.980812588648096,1.02072665632832,0.998475617495585,0.894301416540664,0.995280333733826,0.99846725379536,0.938706861540882,0.986272901597498,1.00542781572833,0.990287431277133,1.00857105049216,1.01191760924977,0.98429404162558,1.00292375767054,1.03330650970054,0.987332439024996,0.983854336264867,1.01755156505159,1.0070869099037,1.05338619039565,0.988337557101688,1.00874700527224
0.901608044613008,1.01075054835165,0.958734486253534,0.928709570336248,0.901608044613008,0.981890755684577,0.946868682698985,1.05541314056139,0.901608044613008,0.901608044613008,1.03042696759457,0.976755424769488,1.00176153552421,1.00419362040961,0.990544755029726,1.00947199298337,1.01016326407359,0.967449804024621,1.01070922595908,1.01921568763402,1.03781333076802,0.924159880983728,0.984879291643069,0.96098267951762,1.01153421917532,0.990081441397068,1.03906114622661,0.99823846447579,1.03950641623163,0.920932047006237,1.04341314282797,0.985323578922167,0.901608044613008,1.02808067676016,1.04076309035241,0.967490895357478,0.901608044613008,0.901608044613008,0.966588283202865,1.02040644990871
1.02222678817264,1.01074360774106,0.995817844296933,0.997959870896825,1.05248345661203,0.953859169231167,0.95120956554787,0.992134441188203,1.00528341145253,1.00566486749629,1.01880025917597,0.973601049198246,0.966211007382315,0.996176854475112,1.01609683112442,0.996873902117305,0.975485862262358,0.941578301457417,0.991206891353695,1.01182524090985,0.98758354852966,0.921292815629526,0.925815774076559,1.00277263100759,1.01488995612578,0.952944757803934,1.02524781416549,0.939608278105467,1.00072134614955,1.01841477859254,0.984740583390285,1.02188564811783,1.02297363549668,1.01485449226456,1.04132579807838,1.00372067321765,0.999278653850451,1.00747913865457,1.01364337131956,0.975590603628192
1.0058480478463,0.999032831580632,1.0206834740371,0.983981889106719,1.00049301495282,1.00006895294981,1.02741070930128,1.02133748735939,1.01326793601438,1.01234901422584,0.996978113513611,0.967606881469496,0.986308667946475,0.987875383094043,1.0254736800921,0.982723076800505,0.990250988670765,0.974575593137553,0.99004208848323,1.00346914059386,0.981216079628945,0.930287191829285,1.01672477313668,1.00968398673759,0.980455880876229,0.986272247437739,1.00570513053052,0.998316223956837,1.00471033814152,1.00754867037973,0.996457562475977,0.999931047050189,0.997848436675724,1.00212961059236,1.00539009947715,1.00166863676073,0.992908644803973,1.0062468045142,1.00808168439936,0.995607590031265
1.01784680667163,0.991055886873758,0.999783723143821,0.995086262227461,0.980575013097932,0.984417794821609,0.98062991154536,0.992979464528137,1.00021627685618,0.997659073785093,1.01517745483017,0.986152714599689,0.991906663892153,1.03095346747094,1.00517785320708,1.02061441679241,1.02597959384919,0.974863184326741,1.0263574435271,1.01446639775666,1.00651631798706,0.876423352318118,0.964521313238624,0.983623859942608,0.857848209401253,0.933869131519665,0.993886980666571,1.0013261104385,1.020524094582,1.00925286442396,1.00871193702236,1.02165414599952,0.991076486340054,0.997377121422522,1.0365569539787,1.02641286336043,1.02145109172414,0.940763475131158,1.01581151573938,1.00361878022545
0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,1.01065725335728,1.0593012562088,1.0937534044891,0.957725265508601,0.893673034128794,0.893673034128794,0.942442524731173,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,1.05166076835182,0.893673034128794,1.04262810047316,0.989342746642716,0.964258693875823,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794,0.893673034128794
